1.0,0.022000000000000002,3.446556376862618,0.8066408541593362,5.920,,0.06899999999999999,0.36665493370878915,4.100
,0.11,4.766514138214259,1.8332746685439458,55.980,,0.345,0.5133169071923048,0.210
,0.22,5.2798310454065644,2.3465915757362508,5.020,,0.69,0.879971840901094
,0.44,5.719816965857111,3.3732253901208606,4.780,,1.38,1.0999648011263674
,0.66,5.9398099260823845,3.886542297313165,,,2.07,1.759943681802188
,0.88,5.7931479525988685,3.886542297313165,,,2.76,1.6132817083186723
,1.1,6.013140912824142,4.39985920450547,,,3.4499999999999997,2.0532676287692193
1.5,0.022000000000000002,2.8742391775440317,0.453827238559584,5.990,,0.06899999999999999,0.15127574618652798,7.140
,0.11,4.008807273942992,1.361481715678752,29.860,,0.345,0.30255149237305595,0.060
,0.22,4.91646175106216,1.664033208051808,4.690,,0.69,0.529465111652848
,0.44,5.445926862715008,2.344774065891184,2.750,,1.38,0.75637873093264
,0.66,5.975391974367856,2.949877050637296,,,2.07,1.058930223305696
,0.88,6.05102984746112,3.479342162290144,,,2.76,1.2102059694922238
,1.1,5.899754101274592,3.5549800353834082,,,3.4499999999999997,1.739671081145072
2.0,0.022000000000000002,2.241750358680064,0.23190520951862736,6.240,,0.06899999999999999,0.07730173650620911,11.390
,0.11,3.8650868253104558,0.9276208380745095,20.130,,0.345,0.23190520951862736,0.030
,0.22,5.1019146094098025,1.4687329936179732,4.370,,0.69,0.30920694602483645
,0.44,5.952233710978102,1.9325434126552279,2.020,,1.38,0.5411121555434638
,0.66,5.720328501459475,2.3963538316924824,,,2.07,0.9276208380745095
,0.88,5.643026764953265,2.5509573047049012,,,2.76,1.1595260475931368
,1.1,6.184138920496729,3.323974669766992,,,3.4499999999999997,1.0822243110869276
2.5,0.022000000000000002,1.726938115172648,0.07849718705330219,5.810,,0.06899999999999999,0.07849718705330219,1.810
,0.11,3.061390295078785,0.5494803093731153,13.410,,0.345,0.23549156115990655,0.190
,0.22,4.709831223198131,1.0204634316929284,4.100,,0.69,0.31398874821320877
,0.44,4.3958424749849225,1.5699437410660437,1.350,,1.38,0.5494803093731153
,0.66,5.337808719624548,1.8839324892792524,,,2.07,0.6279774964264175
,0.88,5.337808719624548,1.9624296763325546,,,2.76,0.7064746834797196
,1.1,5.730294654891059,2.668904359812274,,,3.4499999999999997,0.863469057586324
3.0,0.022000000000000002,0.7945285585345104,0.0,6.750,,0.06899999999999999,0.15890571170690207,10.460
,0.11,2.7808499548707863,0.31781142341380414,5.490,,0.345,0.23835856756035312,0.030
,0.22,3.734284225112199,0.5561699909741572,3.230,,0.69,0.3972642792672552
,0.44,4.131548504379453,1.1123399819483144,1.060,,1.38,0.5561699909741572
,0.66,5.482247053888122,1.5096042612155698,,,2.07,0.8739814143879615
,0.88,5.641152765595024,1.1917928378017655,,,2.76,0.9534342702414125
,1.1,5.958964189008827,1.906868540482825,,,3.4499999999999997,0.9534342702414125
3.5,0.022000000000000002,0.6411987852489032,0.0,6.980,,0.06899999999999999,0.0,10.620
,0.11,2.324345596527274,0.1602996963122258,3.870,,0.345,0.0,0.010
,0.22,3.125844078088403,0.4808990889366774,5.880,,0.69,0.0801498481561129
,0.44,4.007492407805644,0.801498481561129,0.370,,1.38,0.1602996963122258
,0.66,5.209740130147338,1.2823975704978063,,,2.07,0.3205993926244516
,0.88,5.53033952277179,1.2823975704978063,,,2.76,0.4007492407805645
,1.1,5.610489370927903,1.7632966594344837,,,3.4499999999999997,0.5610489370927902
4.0,0.022000000000000002,0.4851550636442597,0.0,6.600,,0.06899999999999999,0.16171835454808656,1.490
,0.11,1.5363243682068224,0.16171835454808656,2.760,,0.345,0.3234367090961731,0.400
,0.22,2.264056963673212,0.24257753182212985,5.260,,0.69,0.4851550636442597
,0.44,4.0429588637021645,0.8085917727404328,0.330,,1.38,0.7277325954663896
,0.66,4.204677218250251,0.9703101272885194,,,2.07,0.7277325954663896
,0.88,4.204677218250251,1.0511693045625627,,,2.76,0.8894509500144762
,1.1,5.2558465228128135,1.4554651909327792,,,3.4499999999999997,1.2128876591106492
4.5,0.022000000000000002,0.24387250020525997,0.0,7.060,,0.06899999999999999,0.08129083340175332,2.200
,0.11,1.300653334428053,0.08129083340175332,1.970,,0.345,0.32516333360701327,0.170
,0.22,2.1135616684455867,0.24387250020525997,11.570,,0.69,0.32516333360701327
,0.44,3.495505836275393,0.48774500041051994,0.110,,1.38,0.5690358338122732
,0.66,3.576796669677146,0.8129083340175333,,,2.07,0.7316175006157799
,0.88,4.633577503899939,0.9754900008210399,,,2.76,0.8129083340175333
,1.1,4.877450004105199,1.300653334428053,,,3.4499999999999997,0.8941991674192865
5.0,0.022000000000000002,0.24518136883123734,0.0,7.220,,0.06899999999999999,0.24518136883123734,10.610
,0.11,1.3076339670999326,0.08172712294374579,1.730,,0.345,0.32690849177498316,0.030
,0.22,1.9614509506498987,0.24518136883123734,11.230,,0.69,0.4086356147187289
,0.44,3.1056306718623397,0.4903627376624747,0.100,,1.38,0.5720898606062205
,0.66,3.67772053246856,0.6538169835499663,,,2.07,0.735544106493712
,0.88,4.494991761906018,0.8989983523812035,,,2.76,1.0624525982686952
,1.1,4.740173130737255,1.144179721212441,,,3.4499999999999997,1.2259068441561867
